Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1964,,,,,,,1.1,,,1.8,,,,,
1965,0,,,0.4,,,1.4,,,1,,,,,
1966,1,,,2.4,,,1.7,,,1,,,,,
1967,0,,,-0.7,,,1.3,,,1.7,,,,,
1968,1,,,1.7,,,1,,,0.7,,,,,
1969,1.3,,,2.3,,,2.9,,,3.5,,,,,
1970,3.1,,,3.7,,,5.8,,,3.8,,,,,
1971,1.1,,,0.9,,,2,,,2.3,,,,,
1972,0.8,,,1.7,,,1.9,,,1.4,,,,,
1973,2.2,,,4.3,,,4.8,,,4.1,,,,,
1974,4.8,,,5.2,,,6.3,,,6.8,,,,,
1975,6.3,,,4.4,,,3.8,,,3.6,,,,,
1976,2.1,,,2.2,,,3.4,,,3,,,,,
1977,2.5,,,5.6,,,5.9,,,3.3,,,,,
1978,3.4,,,,,,5.2,,6.2,,6.6,,,,
1979,6.8,,7.7,,9.3,,9.4,,7.9,,6.3,,,,
1980,4.7,,6,,5,,5.8,,4.8,,5.3,,,,
1981,6,,5.2,,6,,6,,6.2,,3.4,,,,
1982,3.9,,3.5,,5.3,,4.7,,5,,4,,,,
1983,2.4,,1.5,,2.7,,2.5,,3,,1.5,,,,
1984,2.3,,1.7,,2,,1.8,,1.8,,0.9,,,,1.4
1985,0.2,,1,,1.9,,2.8,,0.8,,0.9,,,1.2,1.3
1986,1.2,,-0.7,,-0.9,,-1.6,,2,,1.4,,,-0.4,0.8
1987,,,,,,,,,,,,,,1.5,1.5
1988,,,,,,,,,,,,,,1.1,1.7
1989,,,,,,,,,,,,,,0.3,1.4
1990,,,,,,,,,,,,,,2.4,2.6
1991,,,,,,,,,,,,,,1.9,1.3
1992,,,,,,,,,,,,,,2.1,2
1993,,,,,,,,,,,,,,2.3,1.8
1994,,,,,,,,,,,,,,2.2,2.6
1995,,,,,,,,,,,,,,2.3,1.4
1996,,,,,,,,,,,,,,2,1.4
1997,,,,,,,,,,,,,,1.9,1.3
1998,,,,,,,,,,,,,,0.9,1.7
1999,,,,,,,,,,,,,,1.1,1.9
2000,,,,,,,,,,,,,,1.9,2.2
2001,,,,,,,,,,,,,,3.2,0.6
2002,,,,,,,,,,,,,,1.5,0.3
2003,,,,,,,,,,,,,,1.5,-1.1
2004,,,,,,,,,,,,,,0.4,0.5
2005,,,,,,,,,,,,,,1,1.8
2006,,,,,,,,,,,,,,1.9,1.4
2007,,,,,,,,,,,,,,1.1,0.8
2008,,,,,,,,,,,,,,2.9,1.1
2009,,,,,,,,,,,,,,-1.7,1.1
2010,,,,,,,,,,,,,,0.6,1.4
2011,,,,,,,,,,,,,,2.4,1.1
2012,,,,,,,,,,,,,,0.6,1.4
2013,,,,,,,,,,,,,,1.3,1.4
2014,,,,,,,,,,,,,,1.4,1.2
2015,,,,,,,,,,,,,,-0.2,1.6
2016,,,,,,,,,,,,,,1.4,1.2
2017,,,,,,,,,,,,,,1.9,1.8
2018,,,,,1.4,,0.7,,1.2,,0.6,,,1.4,0.9
2019,-0.3,,0.2,,1,,2.4,,2.5,,1.8,,,0.4,2.2
2020,1.4,,-0.3,,0.1,,1.7,,1.4,,0.2,,,0.5,0.7
2021,-1.2,,0.2,,3.1,,4.8,,4.3,,3.4,,,1.1,4
2022,2.9,,4.7,,4.8,,5.2,,2.9,,2,,,4.4,2.9
2023,1.2,,2.7,,3.1,,3.5,,2.6,,1.4,,,2.6,2.2
2024,0,,0.2,,1.2,,1.9,,1.2,,0.8,,,0.5,1.4
2025,0.4,,0.7,,1.4,,,,,,,,,,
