Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
2012,,210.6,,212.895,,214.277,,215.504,,212.996,,211.04,212.782,212.116,213.449
2013,,215.009,,215.205,,217.337,,218.781,,216.505,,216.017,216.267,215.324,217.21
2014,,218.861,,220.62,,223.862,,223.657,,221.276,,218.058,220.969,220.459,221.479
2015,,218.123,,219.567,,225.152,,225.027,,222.282,,221.015,221.631,220.048,223.214
2016,,221.658,,223.82,,226.724,,227.817,,227.675,,226.739,225.463,223.488,227.438
2017,,229.493,,230.974,,233.882,,235.818,,235.03,,234.107,232.887,230.519,235.255
2018,,237,,237.417,,240.376,,241.026,,238.673,,237.276,238.577,237.725,239.43
2019,,240.072,,243.383,,243.087,,246.311,,245.86,,245.076,243.731,241.559,245.903
2020,,247.042,,242.617,,245.184,,248.07,,248.794,,249.051,246.653,244.889,248.417
2021,,252.972,,257.074,,261.662,,264.502,,268.362,,273.424,261.633,255.894,267.372
2022,,279.743,,284.925,,291.764,,295.469,,297.058,,295.452,289.673,283.715,295.631
2023,,299.916,,301.447,,305.066,,308.336,,306.435,,305.978,303.94,301.095,306.784
2024,,309.912,,310.836,,313.01,,313.437,,312.257,,314.086,311.937,310.54,313.335
2025,,316.352,,316.81,,,,,,,,,,,
