Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
2015,,,,,,,,,,,,,230.567,229.374,231.76
2016,,,,,,,,,,,,,234.145,232.777,235.514
2017,,,,,,,,,,,241.142,,239.239,238.152,240.325
2018,241.798,,243.112,,245.593,,246.346,,247.165,,244.235,,244.969,243.77,246.168
2019,245.2,,248.706,,251.171,,251.802,,251.416,,250.997,,250.106,248.616,251.596
2020,252.447,,251.57,,251.243,,250.986,,256.28,,255.362,,252.997,251.842,254.152
2021,256.379,,259.187,,262.898,,267.241,,270.24,,272.859,,265.244,260.106,270.383
2022,274.725,,280.388,,285.784,,289.265,,290.325,,287.396,,285.008,281.236,288.779
2023,288.761,,289.968,,291.001,,292.223,,296.73,,295.511,,292.72,290.236,295.204
2024,296.135,,297.769,,298.528,,302.458,,302.414,,300.531,,299.852,297.86,301.844
2025,305.019,,304.173,,305.618,,,,,,,,,,
