Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1921,,,,,,,,,,,,-2.5,,,
1922,,,-1.9,,,0,,,-1.3,,,2,,,
1923,,,0,,,1.9,,,1.3,,,-0.6,,,
1924,,,-1.3,,,0.6,,,-0.6,,,0.6,,,
1935,,,,,,,,,,0,,,,,
1936,1.5,,,-0.7,,,0,,,,,-1.5,,,
1937,,,2.2,,,0,,,1.5,,,-0.7,,,
1938,,,-2.2,,,0,,,0,,,0,,,
1939,,,-0.7,,,0,,,1.5,,,-2.2,,,
1940,,,0.8,,,1.5,,,-0.7,,,0.7,,,
1941,0.7,0.7,0.7,1.5,2.9,4.4,4.3,3.6,3.5,3.5,3.4,2.7,,,
1942,3.4,3.3,3.3,2.6,2.6,2.5,1.3,1.3,0.6,1.9,1.2,1.9,,,
1943,1.8,1.8,2.4,3,4.8,3,0,-2.3,-1.7,0.6,0,0,,,
1944,-0.6,0,0,0,1.2,1.2,1.8,1.2,0,0,0.6,1.2,,,
1945,1.1,0.6,0.6,0,1.1,2.3,2.3,1.1,0,-0.6,-0.6,0,,,
1946,0.6,-0.6,-0.6,0.6,1.7,2.8,7.2,9.9,9.2,5.7,5.5,5,,,
1947,3.4,0.5,2.8,2.4,2.4,0.5,,,4.6,,,2.2,,,
1948,,,-0.4,,,3,,,2.1,,,-2.9,,,
1949,,,0,,,0.4,,,0,,,-1.7,,,
1950,,,0,,,0.9,,,3.4,,,1.2,,,
1951,,,2.8,,,0.8,,,0.4,,,1.6,,,
1952,,,0,,,0.4,,,1.9,,,-0.7,,,
1953,,,0,,,0.8,,,0,,,-0.4,,,
1954,,,0,,,0.8,,,-0.4,,,-0.4,,,
1955,,,0.4,,,0,,,0.4,,,0.4,,,
1956,,,-0.7,,,1.5,,,0.7,,,1.5,,,
1957,,,0.4,,,1.4,,,0.4,,,0.4,,,
1958,,,1.4,,,0.7,,,0,,,0.3,,,
1959,,,1,,,0,,,0.7,,,-0.3,,,
1960,,,0.3,,,0.7,,,0.3,,,0.3,,,
1961,,,0.3,,,0,,,0,,,0,,,
1962,,,0,,,0.3,,,1,,,-0.3,,,
1963,,,0.7,,,0.7,,,0,,,0.6,,,
1964,,,0,,,0.3,,,0,,,0.6,,,
1965,,,-0.3,,,1.6,,,0,,,0.6,,,
1966,,,1.6,,,0.9,,,0.6,,,0.3,,,
1967,,,0.3,,,0.6,,,1.8,,,-0.3,,,
1968,,,1.2,,,1.5,,,1.4,,,1.4,,,
1969,,,1.4,,,1.7,,,1.9,,,1.3,,,
1970,,,1.1,,,1.6,,,1.3,,,2.3,,,
1971,,,1,,,1.2,,,0.7,,,0.5,,,
1972,,,0,,,0.5,,,1.7,,,0.2,,,
1973,,,3,,,1.4,,,2.9,,,2.2,,,
1974,,,4.7,,,2.8,,,4,,,1.7,,,
1975,,,1.9,,,1.1,,,1.6,,,0.5,,,
1976,,,1.2,,,1.9,,,1.5,,,1,,,
1977,,,2.2,,,2,,,1.6,,,1.1,,,
1978,,,2.5,,,,,,,,,,,,
2017,,,,,,,,,,,,-0.4,,,
2018,,1,,,,,,,,,,,,,
