Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
2002,,,,,,,,,,,,,,,-0.2
2003,,,,,,,,,,,,,,2,0.4
2004,,,,,,,,,,,,,,1.6,0
2005,,,,,,,,,,,,,,2,1.8
2006,,,,,,,,,,,,,,1.3,1.5
2007,,,,,,,,,,,,,,2,1.3
2008,,,,,,,,,,,,,,2.5,0.6
2009,,,,,,,,,,,,,,-1.9,0.4
2010,,,,,,,,,,,,,,0.3,0.1
2011,,,,,,,,,,,,,,2.1,1.2
2012,,,,,,,,,,,,,,1.6,0.1
2013,,,,,,,,,,,,,,1.1,0.2
2014,,,,,,,,,,,,,,1.2,0.5
2015,,,,,,,,,,,,,,-0.7,1.1
2016,,,,,,,,,,,,,,0.3,1.6
2017,,,,,,,,,,,,,,1.2,1
2018,,,,,,4.1,,2,,1.5,,0.2,,2.9,1.5
2019,,0.1,,0.8,,2.1,,2.9,,3,,1.3,,0.9,2.4
2020,,1.4,,-1.4,,0.6,,0.4,,2.2,,-0.1,,0.3,0.8
2021,,0.5,,2.7,,5.5,,4.6,,4.3,,4,,2.3,4.4
2022,,6.1,,6.4,,8,,6.5,,5.3,,1.4,,6.6,4.9
2023,,1.8,,2,,3,,1.8,,0.9,,-0.3,,2.3,0.8
2024,,0.3,,1.7,,3,,1.9,,-0.1,,-1.3,,1.5,0.6
2025,,-0.1,,0.5,,,,,,,,,,,
