Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1919,,,,,,2.6,,,,,,12.2,,,
1920,,,,,,10.9,,,,,,-6.7,,,
1922,,,-4.2,,,-2.5,,,-1.9,,,-0.6,,,
1923,,,1.9,,,0,,,0.6,,,1.3,,,
1924,,,0,,,-1.9,,,-2.5,,,0,,,
1925,,,,,,0.6,,,,,,3.2,,,
1926,,,,,,0,,,,,,-1.8,,,
1927,,,,,,0,,,,,,-2.5,,,
1928,,,,,,0,,,,,,-0.6,,,
1929,,,,,,0,,,,,,1.3,,,
1930,,,,,,-1.3,,,,,,-3.9,,,
1931,,,,,,-4.7,,,,,,-3.5,,,
1932,,,,,,-5.8,,,,,,-3.9,,,
1933,,,,,,-4,,,,,,4.2,,,
1934,,,,,,1.6,,,,,,,,,
1936,1.6,,,0,,,0,,,,,,,,
1937,,,1.5,,,2.2,,,2.2,,,0.7,,,
1938,,,-2.2,,,-0.7,,,0,,,-1.5,,,
1939,,,-1.5,,,-0.7,,,1.5,,,1.5,,,
1940,,,-0.7,,,-0.7,,,0,,,1.5,,,
1941,,,1.5,1.5,2.2,3.6,5.1,5.1,6.6,8,6.5,4.2,,,
1942,4.9,4.9,4.8,4.1,4.7,4.7,4,3.3,2.6,2.6,2.6,3.2,,,
1943,1.9,2.6,3.2,2.5,2.5,1.9,1.9,1.3,0,0.6,0,0.6,,,
1944,0,0,0.6,0,0.6,0,1.9,1.9,1.2,1.2,0.6,0.6,,,
1945,0,0,0,0,0.6,1.2,1.2,1.2,1.8,1.8,1.8,1.2,,,
1946,1.2,1.2,0.6,1.2,1.2,2.4,9.5,10.7,13,15.3,17,16.2,,,
1947,7.6,7,6.3,3.6,1.5,2,,,7.4,,,8.8,,,
1948,,,3.2,,,3.1,,,3.6,,,-0.4,,,
1949,,,-2.1,,,-0.9,,,-0.4,,,-0.9,,,
1950,,,-1.3,,,0.9,,,3.1,,,4.8,,,
1951,,,6.1,,,3.4,,,0,,,2,,,
1952,,,2.9,,,1.6,,,1.2,,,-0.4,,,
1953,,,,,,,1.2,,,1.6,,,,,
1954,0.8,,,-0.4,,,0.4,,,0.4,,,,,
1955,-0.4,,,0.4,,,0.8,,,-0.8,,,,,
1956,-1.1,,,-0.4,,,1.2,,,1.6,,,,,
1957,1.5,,,1.9,,,1.9,,,1.9,,,,,
1958,1.1,,,1.5,,,1.5,,,0.4,,,,,
1959,0.4,,,0.4,,,0,,,1.4,,,,,
1960,0.7,,,0.4,,,1.1,,,1.1,,,,,
1961,0.4,,,0.4,,,1.1,,,0.3,,,,,
1962,-0.3,,,1,,,1.4,,,0.3,,,,,
1963,0.3,,,0.3,,,1.7,,,1,,,,,
1964,-0.3,,,0,,,0.7,,,1,,,,,
1965,0.3,,,0.3,,,1,,,1,,,,,
1966,0.7,,,1.7,,,1.3,,,1.3,,,,,
1967,1.3,,,0.6,,,1.9,,,3.8,,,,,
1968,3.2,,,1.8,,,2.1,,,1.2,,,,,
1969,0.9,,,2.4,,,4.2,,,4.4,,,,,
1970,4,,,3.6,,,2.7,,,2.2,,,,,
1971,1.9,,,1.1,,,1.6,,,2.6,,,,,
1972,1.5,,,0.5,,,1.3,,,2.5,,,,,
1973,2,,,2.7,,,4.2,,,4.3,,,,,
1974,5.2,,,6.5,,,6.1,,,6.1,,,,,
1975,5.1,,,1.8,,,3.6,,,5.2,,,,,
1976,3.3,,,2.3,,,2.6,,,2.8,,,,,
1977,2.6,,,3.6,,,4.8,,,4,,,,,
1978,3.4,,,4.2,,,,,,5.8,,5.1,,,
1979,,4.5,,4.7,,6.5,,7.1,,7.1,,5.4,,,
1980,,4.8,,5.6,,5.2,,5.2,,4.6,,5.1,,,
1981,,4.1,,4.3,,6.7,,10,,9.4,,8.2,,,
1982,,6.8,,3.4,,1.8,,2.6,,2,,0.6,,,
1983,,-2.6,,0.6,,2.2,,3.4,,2.3,,1.5,,,
1984,,1.1,,1.7,,2.1,,1.7,,1.9,,1.2,,,1.7
1985,,1.6,,1.7,,2.7,,2.6,,2.1,,1.1,,1.9,2.1
