Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1964,,,,,,,,,,,0.7,,,,
1965,,0.3,,,0.7,,,1.7,,,2,,1.4,,
1966,,3.4,,,3.7,,,3.7,,,3.6,,3.7,,
1967,,3.6,,,2.6,,,3.2,,,2.5,,2.9,,
1968,,2.8,,,4.7,,,4.4,,,5.6,,4.4,,
1969,,5.8,,,6,,,6.6,,,7.4,,6.6,,
1970,,7.6,,,6.5,,,5.9,,,3.8,,5.9,,
1971,,3.2,,,2.4,,,3.4,,,2.9,,2.9,,
1972,,3.1,,,3.4,,,2.3,,,2.8,,2.8,,
1973,,3.3,,,4.8,,,6.5,,,7.7,,5.8,,
1974,,9.3,,,9.6,,,10.3,,,11.6,,10,,
1975,,10.3,,,9,,,8.9,,,7.5,,8.9,,
1976,,6.3,,,6.6,,,5.3,,,5.6,,6.2,,
1977,,7.1,,,7.9,,,7.8,,,7.1,,7.3,,
1978,,6.4,,,,,,8.3,,,,,7.7,,
1979,,10.3,,11.6,,12.3,,13,,14.1,,16,12.8,,
1980,,17.4,,19,,17.9,,15.9,,16.1,,15.1,16.9,,
1981,,13.6,,11.2,,11.6,,11.5,,10.4,,9.5,11.4,,
1982,,7,,6.3,,6.6,,5.5,,4.9,,2.8,5.7,,
1983,,3.7,,3.9,,3,,3.8,,3.8,,4.7,3.9,,
1984,,6,,5,,3.7,,4.4,,4.8,,4.2,4.6,,
1985,,3.2,,3.6,,4.3,,4.2,,3,,4.2,3.7,3.7,3.8
1986,,4.1,,1.7,,1.5,,0.8,,0.6,,-0.5,1.6,2.7,0.5
1987,,0.3,,3.1,,2.7,,2.8,,4.2,,4.2,2.7,1.7,3.6
1988,,2.8,,2.9,,2.4,,3.3,,2.6,,2.9,2.8,2.9,2.9
1989,,3.1,,2.9,,3.8,,2.4,,3,,2.8,2.9,3.1,2.8
1990,,4,,3.5,,3.2,,5,,6.7,,6.6,4.7,3.5,5.8
1991,,5.9,,5.4,,5.1,,4,,3.2,,2.8,4.6,5.5,3.5
1992,,2.3,,2.3,,3.2,,2.5,,1.9,,2,2.4,2.5,2.2
1993,,2.3,,3.4,,1.5,,2.8,,2.6,,3.1,2.5,2.5,2.7
1994,,2.8,,2.4,,3.8,,3,,2.3,,2.2,2.8,2.9,2.7
1995,,2.9,,3.3,,2.1,,2,,2.8,,2.5,2.6,2.8,2.4
1996,,2,,2.4,,3.5,,3,,2.7,,3.1,2.7,2.6,3
1997,,3.1,,1.4,,1.3,,1.1,,1.4,,1.7,1.7,2.1,1.4
1998,,,,,,,,,,,,,1.5,1.4,1.4
1999,1.9,,2.2,,2.7,,2.7,,3.4,,4,,2.9,2.4,3.4
2000,3.5,,4.3,,3.8,,5,,4.4,,4.2,,4.2,4,4.4
2001,4.3,,3.6,,3.8,,3.2,,3.5,,2.8,,3.5,3.8,3.1
2002,2,,1.9,,2.1,,0.8,,0.2,,1.2,,1.3,1.9,0.9
2003,2,,2.7,,2.3,,2.1,,2.2,,1.3,,2,2.3,1.8
2004,1,,0.5,,1.2,,1.5,,1.5,,2.3,,1.4,1,1.8
2005,2.4,,2,,2.5,,2.9,,5.1,,4.4,,3.4,2.4,4.3
2006,4.8,,3.9,,4.2,,4,,1.6,,0.3,,2.9,4.2,1.7
2007,0.2,,0.9,,0.8,,1.3,,1.5,,4.3,,1.7,0.7,2.6
2008,4.3,,4.4,,5,,6.2,,5.7,,1.8,,4.4,4.7,4.1
2009,0.8,,0.7,,-1.5,,-2.8,,-2,,1,,-0.6,-0.3,-0.9
2010,1.8,,1,,1.4,,-0.2,,0,,-0.4,,0.5,1.2,-0.1
2011,0.5,,2.5,,3.3,,4.2,,3.7,,4,,3.1,2.4,3.9
2012,3,,2.7,,1.6,,1.3,,2.3,,1.7,,2.1,2.3,1.8
2013,2.1,,1.8,,1.6,,2.7,,1.4,,1.2,,1.8,1.9,1.6
2014,1.2,,1,,1.8,,1.2,,1.1,,0.8,,1.1,1.4,0.9
2015,-0.6,,-0.6,,-0.5,,-0.4,,-0.9,,0,,-0.4,-0.5,-0.3
2016,1.1,,0.6,,1,,1.3,,2,,2.4,,1.5,0.9,2.1
2017,2.7,,2.2,,2.1,,1.9,,3.2,,3.2,,2.5,2.3,2.6
2018,2.7,,2.9,,3.9,,3.5,,2.4,,2.2,,3,3.3,2.6
2019,2.1,,2.7,,1.5,,2.3,,2.2,,1.8,,2.1,2.1,2.2
2020,2.1,,1,,-0.5,,0.4,,0.4,,0.3,,0.6,0.6,0.5
2021,1.5,,3.4,,6.3,,5.6,,5.9,,7.5,,5.2,4,6.5
2022,7.8,,9,,9.1,,9.4,,9.2,,8.4,,8.8,8.9,8.7
2023,7.5,,5.8,,4.7,,4,,4.6,,5.2,,5.2,5.7,4.6
2024,5.3,,4.9,,5,,4.1,,2.6,,1.9,,3.9,5.1,2.8
2025,2.8,,1.4,,0.6,,,,,,,,,,
